9.504752376188093654e-01 4.665546766443406490e+00 -4.074109352257654137e+00 -2.066356367310589359e+00 1.804410548771495648e+00
9.514757378689343570e-01 4.570039578889626419e+00 -4.053104725576006651e+00 -2.024056526583427829e+00 1.795107663973774192e+00
9.524762381190594596e-01 4.473688460775265163e+00 -4.031351545667908098e+00 -1.981382911596844432e+00 1.785473247245674688e+00
9.534767383691845621e-01 4.376475161808903280e+00 -4.008821342888393424e+00 -1.938327439352689918e+00 1.775494689468675613e+00
9.544772386193095537e-01 4.278380732100422357e+00 -3.985483931724334905e+00 -1.894881717002693922e+00 1.765158621571502273e+00
9.554777388694346563e-01 4.179385488813628591e+00 -3.961307268170086271e+00 -1.851037027079016628e+00 1.754450851362238550e+00
9.564782391195597588e-01 4.079468980205340323e+00 -3.936257291610063991e+00 -1.806784311567267487e+00 1.743356293498607990e+00
9.574787393696847504e-01 3.978609949498619791e+00 -3.910297749789951816e+00 -1.762114155906073787e+00 1.731858891968251601e+00
9.584792396198098530e-01 3.876786297014113813e+00 -3.883390004186849431e+00 -1.717016772215164577e+00 1.719941533887769047e+00
9.594797398699348445e-01 3.773975041925960561e+00 -3.855492813426872889e+00 -1.671481982357179819e+00 1.707585953579032534e+00
9.604802401200599471e-01 3.670152279846745635e+00 -3.826562090555595930e+00 -1.625499199152179886e+00 1.694772625065013250e+00
9.614807403701850497e-01 3.565293148637351806e+00 -3.796550633876997427e+00 -1.579057411234927599e+00 1.681480642859171759e+00
9.624812406203100412e-01 3.459371783180129611e+00 -3.765407821731311167e+00 -1.532145163024068335e+00 1.667687586783505482e+00
9.634817408704351438e-01 3.352361277310286880e+00 -3.733079271032258006e+00 -1.484750537861659225e+00 1.653369370735735755e+00
9.644822411205602464e-01 3.244233650910113287e+00 -3.699506453183970756e+00 -1.436861143439297717e+00 1.638500072580087341e+00
9.654827413706852379e-01 3.134959811440875654e+00 -3.664626256859490283e+00 -1.388464094760721856e+00 1.623051740503228313e+00
9.664832416208103405e-01 3.024509527489222194e+00 -3.628370494279461678e+00 -1.339546002425588966e+00 1.606994174346614068e+00
9.674837418709354431e-01 2.912851407090354172e+00 -3.590665338528501227e+00 -1.290092963028875328e+00 1.590294676395631379e+00
9.684842421210604346e-01 2.799952886701560839e+00 -3.551430681238850084e+00 -1.240090554277292867e+00 1.572917766899657677e+00
9.694847423711855372e-01 2.685780235221381762e+00 -3.510579396987314471e+00 -1.189523836769358356e+00 1.554824858275718702e+00
9.704852426213106398e-01 2.570298577716394028e+00 -3.468016497569031298e+00 -1.138377364503918354e+00 1.535973880538930247e+00
9.714857428714356313e-01 2.453471946986770735e+00 -3.423638156427433188e+00 -1.086635207718374740e+00 1.516318849225520404e+00
9.724862431215607339e-01 2.335263372318207686e+00 -3.377330578833902308e+00 -1.034280992196643600e+00 1.495809364998859303e+00
9.734867433716857255e-01 2.215635018667249323e+00 -3.328968688312422319e+00 -9.812979609139071968e-01 1.474390031870961293e+00
9.744872436218108280e-01 2.094548393888343796e+00 -3.278414593148167633e+00 -9.276690658168430526e-01 1.451999778023840282e+00
9.754877438719359306e-01 1.971964647791431879e+00 -3.225515788555209262e+00 -8.733771002753139001e-01 1.428571059555092670e+00
9.764882441220609222e-01 1.847844995269416257e+00 -3.170103039678473511e+00 -8.184048864842260462e-01 1.404028922865953710e+00
9.774887443721860247e-01 1.722151307841299550e+00 -3.111987877689519788e+00 -7.627355374561742840e-01 1.378289895689787103e+00
9.784892446223111273e-01 1.594846933204556949e+00 -3.050959624216731392e+00 -7.063528199986757183e-01 1.351260669221338029e+00
9.794897448724361189e-01 1.465897828924313417e+00 -2.986781840164770774e+00 -6.492416568216318185e-01 1.322836525309745381e+00
9.804902451225612214e-01 1.335274123748255493e+00 -2.919188066313294971e+00 -5.913888180389210714e-01 1.292899449982768623e+00
9.814907453726863240e-01 1.202952273992486720e+00 -2.847876693706597351e+00 -5.327838762250847182e-01 1.261315861558075291e+00
9.824912456228113156e-01 1.068918046420058499e+00 -2.772504759743932290e+00 -4.734205275230899956e-01 1.227933862950655097e+00
9.834917458729364181e-01 9.331706614824206714e-01 -2.692680418905877726e+00 -4.132984266732727674e-01 1.192579906980597793e+00
9.844922461230614097e-01 7.957285789976431545e-01 -2.607953782199140313e+00 -3.524257494724938322e-01 1.155054739191262669e+00
9.854927463731865123e-01 6.566376246947840389e-01 -2.517805759395066456e+00 -2.908227919957400709e-01 1.115128456110906940e+00
9.864932466233116148e-01 5.159824996766539940e-01 -2.421634499182807598e+00 -2.285270681019164474e-01 1.072534499638067906e+00
9.874937468734366064e-01 3.739031849679697039e-01 -2.318738997583674522e+00 -1.656005749579587127e-01 1.026962397258507576e+00
9.884942471235617090e-01 2.306185361429646252e-01 -2.208299563826875644e+00 -1.021402430271069056e-01 9.780491104414296144e-01
9.894947473736868115e-01 8.646045918743057446e-02 -2.089355159318922794e+00 -3.829307245348596150e-02 9.253689981384645158e-01
9.904952476238118031e-01 -5.807627873781925909e-02 -1.960778512928452288e+00 2.572180590337955902e-02 8.684227954195652410e-01
9.914957478739369057e-01 -2.022612410939547412e-01 -1.821251918197765329e+00 8.958088393854821141e-02 8.066268941321579344e-01
9.924962481240620082e-01 -3.450222520639545931e-01 -1.669250901766881512e+00 1.528092982678796175e-01 7.393061096961953682e-01
9.934967483741869998e-01 -4.847931928218329189e-01 -1.503051631585470505e+00 2.147134196620374691e-01 6.656969621785233659e-01
9.944972486243121024e-01 -6.193037629992286242e-01 -1.320794378847500505e+00 2.742877390442266528e-01 5.849757833892830217e-01
9.954977488744370939e-01 -7.453131398374339689e-01 -1.120663028925264593e+00 3.300969059447131371e-01 4.963382217245599914e-01
9.964982491245621965e-01 -8.583370772154444994e-01 -9.012759810733934618e-01 3.801548614965339357e-01 3.991723704475474976e-01
9.974987493746872991e-01 -9.525310182559824090e-01 -6.623932705996018466e-01 4.218730693668557574e-01 2.933719499313000023e-01
9.984992496248122906e-01 -1.021068154964258179e+00 -4.059263140919286417e-01 4.522279572125822433e-01 1.797835207259516899e-01
9.994997498749373932e-01 -1.057413309453560490e+00 -1.368527586792718798e-01 4.683251147719111884e-01 6.061166749304797846e-02
1.000500250125062385e+00 -1.057413309453703043e+00 1.368527586771718096e-01 4.683251147719743601e-01 -6.061166749211787524e-02
1.001500750375187598e+00 -1.021068154958622465e+00 4.059263141197742009e-01 4.522279572100862399e-01 -1.797835207382844080e-01
1.002501250625312590e+00 -9.525310183448855161e-01 6.623932703322378268e-01 4.218730694062307052e-01 -2.933719498128852798e-01
1.003501750875437581e+00 -8.583370771951595035e-01 9.012759811178113756e-01 3.801548614875497889e-01 -3.991723704672200945e-01
1.004502251125562795e+00 -7.453131399036968530e-01 1.120663028809892658e+00 3.300969059740607725e-01 -4.963382216734621988e-01
1.005502751375687787e+00 -6.193037630170302732e-01 1.320794378821537274e+00 2.742877390521109016e-01 -5.849757833777839977e-01
1.006503251625812778e+00 -4.847931928218831565e-01 1.503051631585407222e+00 2.147134196620597013e-01 -6.656969621784950553e-01
1.007503751875937992e+00 -3.450222520726820563e-01 1.669250901757093786e+00 1.528092982717449699e-01 -7.393061096918605024e-01
1.008504252126062983e+00 -2.022612410934625515e-01 1.821251918198265152e+00 8.958088393833020524e-02 -8.066268941323793129e-01
1.009504752376187975e+00 -5.807627873786805339e-02 1.960778512928406547e+00 2.572180590340117715e-02 -8.684227954195449239e-01
1.010505252626313188e+00 8.646045918654551854e-02 2.089355159318166510e+00 -3.829307245309397645e-02 -9.253689981381295615e-01
1.011505752876438180e+00 2.306185361430668213e-01 2.208299563826957357e+00 -1.021402430271521472e-01 -9.780491104414658077e-01
1.012506253126563172e+00 3.739031849679342878e-01 2.318738997583649208e+00 -1.656005749579430308e-01 -1.026962397258496473e+00
1.013506753376688163e+00 5.159824997534664393e-01 2.421634499236811067e+00 -2.285270681359363454e-01 -1.072534499661985663e+00
1.014507253626813377e+00 6.566376246860734511e-01 2.517805759389273312e+00 -2.908227919918821014e-01 -1.115128456108341215e+00
1.015507753876938368e+00 7.957285785473998674e-01 2.607953781914739366e+00 -3.524257492730823449e-01 -1.155054739065302316e+00
1.016508254127063360e+00 9.331706614823906953e-01 2.692680418905859518e+00 -4.132984266732594447e-01 -1.192579906980589355e+00
1.017508754377188573e+00 1.068918046419559120e+00 2.772504759743643632e+00 -4.734205275228688392e-01 -1.227933862950527422e+00
